frame.number|frame.interface_name|frame.time_epoch|_ws.col.ipsrc|_ws.col.ipdst|ip.src_host|ip.dst_host|tcp.stream|tcp.srcport|tcp.dstport|tcp.window_size|tcp.flags|tcp.option_kind|tcp.seq|tcp.len|tcp.ack|tcp.options.timestamp.tsval|tcp.options.timestamp.tsecr|mptcp.expected_token|mptcp.stream|tcp.options.mptcp.sendkey|tcp.options.mptcp.recvkey|tcp.options.mptcp.recvtok|tcp.options.mptcp.datafin.flag|tcp.options.mptcp.version|tcp.options.mptcp.subtype|tcp.options.mptcp.rawdataseqno|tcp.options.mptcp.rawdataack|tcp.options.mptcp.subflowseqno|tcp.options.mptcp.datalvllen|tcp.options.mptcp.addrid|mptcp.rawdsn64|mptcp.ack|mptcp.dsn|mptcp.related_mapping|mptcp.reinjection_of|mptcp.reinjected_in
527|any|1529916727.704340611|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|384382|2856|1|908369994|226||1||||0||2||3485921993||||6246007917517562463|1|598582|520||
528|any|1529916727.714686074|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|713728|0x00000010|1,1,8,1,1,5,30|1|0|276158|908370328|267||1||||0||2||3018056667||||13300256311687443145|238514|1|||
529|any|1529916727.716957689|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|387238|2856|1|908369996|226||1||||0||2||3485921993||||6246007917517565319|1|601438|520||
530|any|1529916727.727062867|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|713728|0x00000010|1,1,8,1,1,5,30|1|0|276158|908370341|267||1||||0||2||3018056667||||13300256311687443145|238514|1|||
531|any|1529916727.729587213|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|390094|2856|1|908369998|226||1||||0||2||3485921993||||6246007917517568175|1|604294|520||
532|any|1529916727.741498794|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|713728|0x00000010|1,1,8,1,1,5,30|1|0|276158|908370353|267||1||||0||2||3018056667||||13300256311687443145|238514|1|||
533|any|1529916727.741503245|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|392950|2856|1|908370003|226||1||||0||2||3485921993||||6246007917517571031|1|607150|520||
534|any|1529916727.751616140|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|713728|0x00000010|1,1,8,1,1,5,30|1|0|276158|908370365|267||1||||0||2||3018056667||||13300256311687443145|238514|1|||
535|any|1529916727.752130776|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|395806|2856|1|908370007|226||1||||0||2||3485921993||||6246007917517573887|1|610006|520||
536|any|1529916727.761802136|11.0.0.1|11.0.0.2|11.0.0.1|11.0.0.2|5|50077|5201|117248|0x00000010|1,1,8,30|17137|2856|1|908370336|359||1||||0||2||3485921993||||6246007917517624991|1|661110|631||
537|any|1529916727.764630746|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|713728|0x00000010|1,1,8,1,1,5,30|1|0|276158|908370376|267||1||||0||2||3018056667||||13300256311687443145|238514|1|||
538|any|1529916727.766846103|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|398662|2856|1|908370010|226||1||||0||2||3485921993||||6246007917517576743|1|612862|520||
539|any|1529916727.773853067|11.0.0.1|11.0.0.2|11.0.0.1|11.0.0.2|5|50077|5201|117248|0x00000010|1,1,8,30|19993|2856|1|908370338|359||1||||0||2||3485921993||||6246007917517627847|1|663966|631||
540|any|1529916727.776133553|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|401518|2856|1|908370012|226||1||||0||2||3485921993||||6246007917517579599|1|615718|520||
541|any|1529916727.778361496|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|713728|0x00000010|1,1,8,1,1,5,30|1|0|276158|908370390|267||1||||0||2||3018056667||||13300256311687443145|238514|1|||
542|any|1529916727.781865941|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|713728|0x00000010|1,1,8,1,1,5,30|1|0|14281|908370385|49||1||||0||2||3018056667||||13300256311687443145|238514|1|||
543|any|1529916727.786645687|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|713728|0x00000010|1,1,8,1,1,5,30|1|0|276158|908370400|267||1||||0||2||3018056667||||13300256311687443145|238514|1|||
544|any|1529916727.794369325|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|713728|0x00000010|1,1,8,1,1,5,30|1|0|14281|908370397|49||1||||0||2||3018056667||||13300256311687443145|238514|1|||
545|any|1529916727.796687862|11.0.0.1|11.0.0.2|11.0.0.1|11.0.0.2|5|50077|5201|117248|0x00000010|1,1,8,30|25705|2856|1|908370355|359||1||||0||2||3485921993||||6246007917517633559|1|669678|633||
546|any|1529916727.801137387|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|407230|2856|1|908370019|226||1||||0||2||3485921993||||6246007917517585311|1|621430|520||
547|any|1529916727.809370950|11.0.0.1|11.0.0.2|11.0.0.1|11.0.0.2|5|50077|5201|117248|0x00000010|1,1,8,30|28561|2856|1|908370358|359||1||||0||2||3485921993||||6246007917517636415|1|672534|633||
548|any|1529916727.812226670|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|713728|0x00000010|1,1,8,1,1,5,30|1|0|276158|908370425|267||1||||0||2||3018056667||||13300256311687443145|238514|1|||
549|any|1529916727.812229728|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|410086|2856|1|908370021|226||1||||0||2||3485921993||||6246007917517588167|1|624286|520||
550|any|1529916727.816797769|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|713728|0x00000010|1,1,8,1,1,5,30|1|0|14281|908370420|49||1||||0||2||3018056667||||13300256311687443145|238514|1|||
551|any|1529916727.823644880|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|713728|0x00000010|1,1,8,1,1,5,30|1|0|276158|908370436|267||1||||0||2||3018056667||||13300256311687443145|238514|1|||
552|any|1529916727.823916060|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|412942|2856|1|908370023|226||1||||0||2||3485921993||||6246007917517591023|1|627142|520||
553|any|1529916727.836883604|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|713728|0x00000010|1,1,8,1,1,5,30|1|0|276158|908370447|267||1||||0||2||3018056667||||13300256311687443145|238514|1|||
554|any|1529916727.836886297|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|415798|2856|1|908370026|226||1||||0||2||3485921993||||6246007917517593879|1|629998|520||
555|any|1529916727.848229040|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|713728|0x00000010|1,1,8,1,1,5,30|1|0|276158|908370460|267||1||||0||2||3018056667||||13300256311687443145|238514|1|||
556|any|1529916727.850404445|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|418654|2856|1|908370028|226||1||||0||2||3485921993||||6246007917517596735|1|632854|520||
557|any|1529916727.860144476|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|421510|2856|1|908370032|226||1||||0||2||3485921993||||6246007917517599591|1|635710|520||
558|any|1529916727.863250496|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|713728|0x00000010|1,1,8,1,1,5,30|1|0|276158|908370474|267||1||||0||2||3018056667||||13300256311687443145|238514|1|||
559|any|1529916727.870846235|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|713728|0x00000010|1,1,8,1,1,5,30|1|0|276158|908370484|267||1||||0||2||3018056667||||13300256311687443145|238514|1|||
560|any|1529916727.873067985|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|424366|2856|1|908370035|226||1||||0||2||3485921993||||6246007917517602447|1|638566|520||
561|any|1529916727.884940564|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|713728|0x00000010|1,1,8,1,1,5,30|1|0|276158|908370497|267||1||||0||2||3018056667||||13300256311687443145|238514|1|||
562|any|1529916727.884943253|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|427222|2856|1|908370037|226||1||||0||2||3485921993||||6246007917517605303|1|641422|520||
563|any|1529916727.897023176|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|713728|0x00000010|1,1,8,1,1,5,30|1|0|276158|908370508|267||1||||0||2||3018056667||||13300256311687443145|238514|1|||
564|any|1529916727.897026312|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|430078|2856|1|908370042|226||1||||0||2||3485921993||||6246007917517608159|1|644278|520||
565|any|1529916727.908367535|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|713728|0x00000010|1,1,8,1,1,5,30|1|0|276158|908370521|267||1||||0||2||3018056667||||13300256311687443145|238514|1|||
566|any|1529916727.908369968|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|432934|2856|1|908370044|226||1||||0||2||3485921993||||6246007917517611015|1|647134|520||
567|any|1529916727.919748394|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|713728|0x00000010|1,1,8,1,1,5,30|1|0|276158|908370532|267||1||||0||2||3018056667||||13300256311687443145|238514|1|||
568|any|1529916727.922552055|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|435790|2856|1|908370046|226||1||||0||2||3485921993||||6246007917517613871|1|649990|520||
569|any|1529916727.932787763|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|713728|0x00000010|1,1,8,1,1,5,30|1|0|276158|908370546|267||1||||0||2||3018056667||||13300256311687443145|238514|1|||
570|any|1529916727.932790220|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|438646|1428|1|908370049|226||1||||0||2||3485921993||||6246007917517616727|1|652846|520||
571|any|1529916727.937337499|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|276158|1428|1|908370060|186||1||||0||2||3485921993||||6246007917517452811|1|488930|443||
572|any|1529916727.942994682|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|713728|0x00000010|1,1,8,1,1,5,30|1|0|276158|908370556|267||1||||0||2||3018056667||||13300256311687443145|238514|1|||
573|any|1529916727.945215956|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|277586|1428|1|908370067|186||1||||0||2||3485921993||||6246007917517454239|1|490358|443||
574|any|1529916727.947778300|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|713728|0x00000010|1,1,8,1,1,5,30|1|0|277586|908370561|501||1||||0||2||3018056667||||13300256311687443145|238514|1|||
575|any|1529916727.950658438|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000018|1,1,8,30,1,1|440074|1124|1|908370240|62||1||||0||2|3018472427|3485921993|440074|1124||6246007917517618155|1|654274|575||
576|any|1529916727.957971356|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|713728|0x00000010|1,1,8,1,1,5,30|1|0|404374|908370569|502||1||||0||2||3018056667||||13300256311687443145|238514|1|||
577|any|1529916727.957973898|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|441198|2856|1|908370321|72||1||||0||2|3018473551|3485921993|441198|2856||6246007917517619279|1|655398|577||
578|any|1529916727.962519119|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|713728|0x00000010|1,1,8,1,1,5,30|1|0|404374|908370574|502||1||||0||2||3018056667||||13300256311687443145|238514|1|||
579|any|1529916727.968102620|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|713728|0x00000010|1,1,8,1,1,5,30|1|0|404374|908370582|502||1||||0||2||3018056667||||13300256311687443145|238514|1|||
580|any|1529916727.968101783|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|444054|2856|1|908370378|140||1||||0||2|3018493543|3485921993|444054|5712||6246007917517639271|1|675390|580||
581|any|1529916727.978685408|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|713728|0x00000010|1,1,8,1,1,5,30|1|0|404374|908370592|502||1||||0||2||3018056667||||13300256311687443145|238514|1|||
582|any|1529916727.981044603|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|446910|2856|1|908370381|140||1||||0||2||3485921993||||6246007917517642127|1|678246|580||
583|any|1529916727.993164467|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|713728|0x00000010|1,1,8,1,1,5,30|1|0|404374|908370605|502||1||||0||2||3018056667||||13300256311687443145|238514|1|||
584|any|1529916727.993167120|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|449766|2856|1|908370406|135||1||||0||2|3018499255|3485921993|449766|5712||6246007917517644983|1|681102|584||
585|any|1529916728.004515189|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|713728|0x00000010|1,1,8,1,1,5,30|1|0|404374|908370617|502||1||||0||2||3018056667||||13300256311687443145|238514|1|||
586|any|1529916728.004514371|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|452622|2856|1|908370408|135||1||||0||2||3485921993||||6246007917517647839|1|683958|584||
587|any|1529916728.014917025|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|713728|0x00000010|1,1,8,1,1,5,30|1|0|404374|908370628|502||1||||0||2||3018056667||||13300256311687443145|238514|1|||
588|any|1529916728.015741657|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|455478|2856|1|908370429|155||1||||0||2|3018504967|3485921993|455478|2856||6246007917517650695|1|686814|588||
589|any|1529916728.026488196|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|713728|0x00000010|1,1,8,1,1,5,30|1|0|404374|908370639|502||1||||0||2||3018056667||||13300256311687443145|238514|1|||
590|any|1529916728.028953247|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|458334|1428|1|908370451|161||1||||0||2|3018507823|3485921993|458334|1428||6246007917517653551|1|689670|590||
591|any|1529916728.034443162|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|184213|2856|1|908370466|178||1||||0||2|3018509251|3485921993|184213|48552||6246007917517654979|1|691098|591||
592|any|1529916728.039891135|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|713728|0x00000010|1,1,8,1,1,5,30|1|0|404374|908370653|502||1||||0||2||3018056667||||13300256311687443145|238514|1|||
593|any|1529916728.047172858|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|187069|2856|1|908370494|178||1||||0||2||3485921993||||6246007917517657835|1|693954|591||
594|any|1529916728.049591059|11.0.0.1|11.0.0.2|11.0.0.1|11.0.0.2|5|50077|5201|117248|0x00000010|1,1,8,30|15709|1428|1|908370626|217||1||||0||2||3485921993||||6246007917517623563|1|659682|631||
595|any|1529916728.057410858|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|713728|0x00000010|1,1,8,30|1|0|189925|908370671|177||1||||0||2||3018056667||||13300256311687443145|238514|1|||
596|any|1529916728.057410052|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|189925|2856|1|908370499|178||1||||0||2||3485921993||||6246007917517660691|1|696810|591||
597|any|1529916728.068861712|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|713728|0x00000010|1,1,8,30|1|0|192781|908370681|182||1||||0||2||3018056667||||13300256311687443145|238514|1|||
598|any|1529916728.068859011|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|195637|2856|1|908370504|178||1||||0||2||3485921993||||6246007917517666403|1|702522|591||
599|any|1529916728.071279010|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|713728|0x00000010|1,1,8,1,1,5,30|1|0|14281|908370673|49||1||||0||2||3018056667||||13300256311687443145|238514|1|||
600|any|1529916728.081014619|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|713728|0x00000010|1,1,8,1,1,5,30|1|0|192781|908370692|182||1||||0||2||3018056667||||13300256311687443145|238514|1|||
601|any|1529916728.083433261|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|198493|2856|1|908370506|178||1||||0||2||3485921993||||6246007917517669259|1|705378|591||
602|any|1529916728.094151886|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|713728|0x00000010|1,1,8,1,1,5,30|1|0|192781|908370707|182||1||||0||2||3018056667||||13300256311687443145|238514|1|||
603|any|1529916728.096549255|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|201349|2856|1|908370511|178||1||||0||2||3485921993||||6246007917517672115|1|708234|591||
604|any|1529916728.104326620|11.0.0.1|11.0.0.2|11.0.0.1|11.0.0.2|5|50077|5201|117248|0x00000010|1,1,8,30|24277|1428|1|908370679|230||1||||0||2||3485921993||||6246007917517632131|1|668250|633||
605|any|1529916728.107274653|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|713728|0x00000010|1,1,8,1,1,5,30|1|0|192781|908370720|182||1||||0||2||3018056667||||13300256311687443145|238514|1|||
606|any|1529916728.107273617|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|204205|2856|1|908370513|178||1||||0||2||3485921993||||6246007917517674971|1|711090|591||
607|any|1529916728.117411792|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|713728|0x00000010|1,1,8,1,1,5,30|1|0|192781|908370731|182||1||||0||2||3018056667||||13300256311687443145|238514|1|||
608|any|1529916728.119837607|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|207061|2856|1|908370515|178||1||||0||2||3485921993||||6246007917517677827|1|713946|591||
609|any|1529916728.125179643|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|713728|0x00000010|1,1,8,1,1,5,30|1|0|14281|908370728|49||1||||0||2||3018056667||||13300256311687443145|238514|1|||
610|any|1529916728.130568855|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|713728|0x00000010|1,1,8,1,1,5,30|1|0|192781|908370743|182||1||||0||2||3018056667||||13300256311687443145|238514|1|||
611|any|1529916728.132982555|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|209917|2856|1|908370518|178||1||||0||2||3485921993||||6246007917517680683|1|716802|591||
612|any|1529916728.144001876|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|713728|0x00000010|1,1,8,1,1,5,30|1|0|192781|908370757|182||1||||0||2||3018056667||||13300256311687443145|238514|1|||
613|any|1529916728.144001087|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|212773|2856|1|908370523|178||1||||0||2||3485921993||||6246007917517683539|1|719658|591||
614|any|1529916728.154203529|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|713728|0x00000010|1,1,8,1,1,5,30|1|0|192781|908370768|182||1||||0||2||3018056667||||13300256311687443145|238514|1|||
615|any|1529916728.157190682|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|215629|2856|1|908370525|178||1||||0||2||3485921993||||6246007917517686395|1|722514|591||
616|any|1529916728.167948606|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|713728|0x00000010|1,1,8,1,1,5,30|1|0|192781|908370781|182||1||||0||2||3018056667||||13300256311687443145|238514|1|||
617|any|1529916728.167951016|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|218485|2856|1|908370527|178||1||||0||2||3485921993||||6246007917517689251|1|725370|591||
618|any|1529916728.178759883|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|713728|0x00000010|1,1,8,1,1,5,30|1|0|192781|908370792|182||1||||0||2||3018056667||||13300256311687443145|238514|1|||
619|any|1529916728.178759129|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|221341|2856|1|908370530|178||1||||0||2||3485921993||||6246007917517692107|1|728226|591||
620|any|1529916728.188974057|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|713728|0x00000010|1,1,8,1,1,5,30|1|0|192781|908370802|182||1||||0||2||3018056667||||13300256311687443145|238514|1|||
621|any|1529916728.191910829|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|224197|2856|1|908370534|178||1||||0||2||3485921993||||6246007917517694963|1|731082|591||
622|any|1529916728.202330189|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|713728|0x00000010|1,1,8,1,1,5,30|1|0|192781|908370816|182||1||||0||2||3018056667||||13300256311687443145|238514|1|||
623|any|1529916728.202329418|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|227053|2856|1|908370537|178||1||||0||2||3485921993||||6246007917517697819|1|733938|591||
624|any|1529916728.213012315|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|713728|0x00000010|1,1,8,1,1,5,30|1|0|192781|908370826|182||1||||0||2||3018056667||||13300256311687443145|238514|1|||
625|any|1529916728.215420322|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000018|1,1,8,30|229909|2856|1|908370539|178||1||||0||2||3485921993||||6246007917517700675|1|736794|591||
626|any|1529916728.226652951|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|713728|0x00000010|1,1,8,1,1,5,30|1|0|192781|908370839|182||1||||0||2||3018056667||||13300256311687443145|238514|1|||
627|any|1529916728.226655491|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|404374|1428|1|908370697|262||1||||0||2||3485921993||||6246007917517582455|1|618574|520||
628|any|1529916728.232001642|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|405802|1428|1|908370702|262||1||||0||2||3485921993||||6246007917517583883|1|620002|520||
629|any|1529916728.237336234|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|713728|0x00000010|1,1,8,1,1,5,30|1|0|405802|908370850|153||1||||0||2||3018056667||||13300256311687443145|238514|1|||
630|any|1529916728.242256989|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|713728|0x00000010|1,1,8,30|1|0|459762|908370856|154||1||||0||2||3018056667||||13300256311687443145|238514|1|||
631|any|1529916728.283381735|11.0.0.1|11.0.0.2|11.0.0.1|11.0.0.2|5|50077|5201|117248|0x00000010|1,1,8,30,1,1|14281|1428|1|908370864|171||1||||0||2|3018476407|3485921993|14281|8568||6246007917517622135|1|658254|631||
632|any|1529916728.304675204|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|713728|0x00000010|1,1,8,1,1,5,30|1|0|22849|908370907|43||1||||0||2||3018056667||||13300256311687443145|238514|1|||
633|any|1529916728.307962874|11.0.0.1|11.0.0.2|11.0.0.1|11.0.0.2|5|50077|5201|117248|0x00000010|1,1,8,30,1,1|22849|1428|1|908370886|149||1||||0||2|3018484975|3485921993|22849|8568||6246007917517630703|1|666822|633||
634|any|1529916728.329190381|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|713728|0x00000010|1,1,8,30|1|0|31417|908370932|46||1||||0||2||3018056667||||13300256311687443145|238514|1|||
635|any|1529916728.343038718|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|192781|2856|1|908370902|151||1||||0||2||3485921993||||6246007917517663547|1|699666|591||
636|any|1529916728.353658291|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|713728|0x00000010|1,1,8,30|1|0|232765|908370967|65||1||||0||2||3018056667||||13300256311687443145|238514|1|||
637|any|1529916728.476338332|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|232765|2856|1|908371036|114||1||||0||2|3018557803|3485921993|232765|2856||6246007917517703531|1|739650|637||
638|any|1529916728.481759517|11.0.0.1|11.0.0.2|11.0.0.1|11.0.0.2|5|50077|5201|117248|0x00000010|1,1,8,30|34273|1428|1|908371056|57||1||||0||2||3485921993|||||1||||
639|any|1529916728.486823282|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|713728|0x00000010|1,1,8,30|1|0|235621|908371100|64||1||||0||2||3018056667||||13300256311687443145|238514|1|||
