packetid|interface|reltime|abstime|ipsrc|ipdst|ipsrc_host|ipdst_host|tcpstream|sport|dport|rwnd|tcpflags|tcpoptions|tcpseq|tcplen|tcpack|tcptsval|tcptsecr|expected_token|mptcpstream|sendkey|recvkey|recvtok|datafin|mptcpversion|subtype|dss_dsn|dss_rawack|dss_ssn|dss_length|addrid|dsnraw64|dack|dsn|related_mappings|reinjection_of|reinjected_in
1368|any|21.952006092|1529916737.709452865|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,30|1|0|935342|908380270|219||1||||0||2||3019568299||||13300256311687443145|1750146|1|||
1369|any|21.955236832|1529916737.712683605|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|959618|2856|1|908380131|2321||1||||0||2||3485921993||||6246007917518789711|1|1825830|1360||
1370|any|21.964203580|1529916737.721650353|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|962474|2856|1|908380134|2321||1||||0||2||3485921993||||6246007917518792567|1|1828686|1360||
1371|any|21.965574755|1529916737.723021528|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,30|1|0|938198|908380284|231||1||||0||2||3019568299||||13300256311687443145|1750146|1|||
1372|any|21.976701737|1529916737.734148510|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|965330|2856|1|908380136|2321||1||||0||2||3485921993||||6246007917518795423|1|1831542|1360||
1373|any|21.984129346|1529916737.741576119|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,30|1|0|941054|908380298|241||1||||0||2||3019568299||||13300256311687443145|1750146|1|||
1374|any|21.988318873|1529916737.745765646|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|968186|2856|1|908380138|2321||1||||0||2||3485921993||||6246007917518798279|1|1834398|1360||
1375|any|21.988315829|1529916737.745762602|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,30|1|0|943910|908380306|230||1||||0||2||3019568299||||13300256311687443145|1750146|1|||
1376|any|21.989785096|1529916737.747231869|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|733184|0x00000010|1,1,8,1,1,5,30|1|0|31417|908380330|46||1||||0||2||3019571155||||13300256311687443145|1753002|1|||
1377|any|21.989786109|1529916737.747232882|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|733184|0x00000010|1,1,8,1,1,5,30|1|0|31417|908380330|46||1||||0||2||3019574011||||13300256311687443145|1755858|1|||
1378|any|21.989786800|1529916737.747233573|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|732672|0x00000010|1,1,8,1,1,5,30|1|0|31417|908380330|46||1||||0||2||3019576867||||13300256311687443145|1758714|1|||
1379|any|21.989787434|1529916737.747234207|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|728576|0x00000010|1,1,8,1,1,5,30|1|0|31417|908380330|46||1||||0||2||3019582579||||13300256311687443145|1764426|1|||
1380|any|21.989788380|1529916737.747235153|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|726528|0x00000010|1,1,8,1,1,5,30|1|0|31417|908380330|46||1||||0||2||3019585435||||13300256311687443145|1767282|1|||
1381|any|21.989789085|1529916737.747235858|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|724480|0x00000010|1,1,8,1,1,5,30|1|0|31417|908380330|46||1||||0||2||3019588291||||13300256311687443145|1770138|1|||
1382|any|21.989789791|1529916737.747236564|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|722432|0x00000010|1,1,8,1,1,5,30|1|0|31417|908380330|46||1||||0||2||3019591147||||13300256311687443145|1772994|1|||
1383|any|21.989790711|1529916737.747237484|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|720384|0x00000010|1,1,8,1,1,5,30|1|0|31417|908380330|46||1||||0||2||3019594003||||13300256311687443145|1775850|1|||
1384|any|21.989791481|1529916737.747238254|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|718336|0x00000010|1,1,8,1,1,5,30|1|0|31417|908380330|46||1||||0||2||3019596859||||13300256311687443145|1778706|1|||
1385|any|21.989792236|1529916737.747239009|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|716288|0x00000010|1,1,8,1,1,5,30|1|0|31417|908380330|46||1||||0||2||3019599715||||13300256311687443145|1781562|1|||
1386|any|21.989792971|1529916737.747239744|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|710144|0x00000010|1,1,8,1,1,5,30|1|0|31417|908380330|46||1||||0||2||3019608283||||13300256311687443145|1790130|1|||
1387|any|21.989793601|1529916737.747240374|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|708096|0x00000010|1,1,8,1,1,5,30|1|0|31417|908380330|46||1||||0||2||3019611139||||13300256311687443145|1792986|1|||
1388|any|21.989794286|1529916737.747241059|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|706048|0x00000010|1,1,8,1,1,5,30|1|0|31417|908380330|46||1||||0||2||3019613995||||13300256311687443145|1795842|1|||
1389|any|21.989794922|1529916737.747241695|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|704000|0x00000010|1,1,8,1,1,5,30|1|0|31417|908380330|46||1||||0||2||3019616851||||13300256311687443145|1798698|1|||
1390|any|21.989795716|1529916737.747242489|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|699904|0x00000010|1,1,8,1,1,5,30|1|0|31417|908380330|46||1||||0||2||3019622563||||13300256311687443145|1804410|1|||
1391|any|21.992376504|1529916737.749823277|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|697856|0x00000010|1,1,8,1,1,5,30|1|0|31417|908380330|46||1||||0||2||3019625419||||13300256311687443145|1807266|1|||
1392|any|21.992377394|1529916737.749824167|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|695808|0x00000010|1,1,8,1,1,5,30|1|0|31417|908380330|46||1||||0||2||3019628275||||13300256311687443145|1810122|1|||
1393|any|21.992378090|1529916737.749824863|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|693760|0x00000010|1,1,8,1,1,5,30|1|0|31417|908380330|46||1||||0||2||3019631131||||13300256311687443145|1812978|1|||
1394|any|21.992378771|1529916737.749825544|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|692736|0x00000010|1,1,8,1,1,5,30|1|0|31417|908380330|46||1||||0||2||3019632559||||13300256311687443145|1814406|1|||
1395|any|21.999477848|1529916737.756924621|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,30|1|0|946766|908380318|234||1||||0||2||3019568299||||13300256311687443145|1750146|1|||
1396|any|22.002658111|1529916737.760104884|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|971042|2856|1|908380145|2321||1||||0||2||3485921993||||6246007917518801135|1|1837254|1360||
1397|any|22.012640053|1529916737.770086826|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|973898|2856|1|908380148|2321||1||||0||2||3485921993||||6246007917518803991|1|1840110|1360||
1398|any|22.018842823|1529916737.776289596|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,30|1|0|951050|908380338|244||1||||0||2||3019632559||||13300256311687443145|1814406|1|||
1399|any|22.025087725|1529916737.782534498|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|976754|2856|1|908380150|2321||1||||0||2||3485921993||||6246007917518806847|1|1842966|1360||
1400|any|22.036678408|1529916737.794125181|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|979610|2856|1|908380157|2321||1||||0||2||3485921993||||6246007917518809703|1|1845822|1360||
1401|any|22.036677073|1529916737.794123846|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,30|1|0|953906|908380357|238||1||||0||2||3019632559||||13300256311687443145|1814406|1|||
1402|any|22.042981925|1529916737.800428698|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,30|1|0|956762|908380363|241||1||||0||2||3019632559||||13300256311687443145|1814406|1|||
1403|any|22.048683323|1529916737.806130096|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|982466|2856|1|908380160|2321||1||||0||2||3485921993||||6246007917518812559|1|1848678|1360||
1404|any|22.054607858|1529916737.812054631|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,30|1|0|959618|908380375|251||1||||0||2||3019632559||||13300256311687443145|1814406|1|||
1405|any|22.060455342|1529916737.817902115|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|985322|2856|1|908380167|2321||1||||0||2||3485921993||||6246007917518815415|1|1851534|1360||
1406|any|22.067882148|1529916737.825328921|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,30|1|0|962474|908380387|256||1||||0||2||3019632559||||13300256311687443145|1814406|1|||
1407|any|22.072514089|1529916737.829960862|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|988178|2856|1|908380169|2321||1||||0||2||3485921993||||6246007917518818271|1|1854390|1360||
1408|any|22.079854729|1529916737.837301502|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,30|1|0|965330|908380398|264||1||||0||2||3019632559||||13300256311687443145|1814406|1|||
1409|any|22.084447926|1529916737.841894699|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|991034|2856|1|908380172|2321||1||||0||2||3485921993||||6246007917518821127|1|1857246|1360||
1410|any|22.091735818|1529916737.849182591|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,30|1|0|968186|908380411|275||1||||0||2||3019632559||||13300256311687443145|1814406|1|||
1411|any|22.096459294|1529916737.853906067|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|993890|2856|1|908380174|2321||1||||0||2||3485921993||||6246007917518823983|1|1860102|1360||
1412|any|22.102446815|1529916737.859893588|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,30|1|0|971042|908380423|285||1||||0||2||3019632559||||13300256311687443145|1814406|1|||
1413|any|22.108754295|1529916737.866201068|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|996746|2856|1|908380252|2321||1||||0||2||3485921993||||6246007917518826839|1|1862958|1360||
1414|any|22.114525601|1529916737.871972374|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,30|1|0|973898|908380434|289||1||||0||2||3019632559||||13300256311687443145|1814406|1|||
1415|any|22.120458293|1529916737.877905066|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|999602|2856|1|908380255|2321||1||||0||2||3485921993||||6246007917518829695|1|1865814|1360||
1416|any|22.127489272|1529916737.884936045|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,30|1|0|976754|908380446|298||1||||0||2||3019632559||||13300256311687443145|1814406|1|||
1417|any|22.133273167|1529916737.890719940|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|1002458|2856|1|908380263|2321||1||||0||2||3485921993||||6246007917518832551|1|1868670|1360||
1418|any|22.140474131|1529916737.897920904|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,30|1|0|979610|908380458|308||1||||0||2||3019632559||||13300256311687443145|1814406|1|||
1419|any|22.146501968|1529916737.903948741|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|1005314|2856|1|908380265|2321||1||||0||2||3485921993||||6246007917518835407|1|1871526|1360||
1420|any|22.150188631|1529916737.907635404|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,30|1|0|982466|908380470|313||1||||0||2||3019632559||||13300256311687443145|1814406|1|||
1421|any|22.157206767|1529916737.914653540|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|1008170|2856|1|908380267|2321||1||||0||2||3485921993||||6246007917518838263|1|1874382|1360||
1422|any|22.162939807|1529916737.920386580|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,30|1|0|985322|908380483|323||1||||0||2||3019632559||||13300256311687443145|1814406|1|||
1423|any|22.168820218|1529916737.926266991|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|1011026|1428|1|908380275|2321||1||||0||2||3485921993||||6246007917518841119|1|1877238|1360||
1424|any|22.174686635|1529916737.932133408|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|1012454|2856|1|908380301|2321||1||||0||2|3019696819|3485921993|1012454|64260||6246007917518842547|1|1878666|1424||
1425|any|22.177031037|1529916737.934477810|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,30|1|0|988178|908380495|328||1||||0||2||3019632559||||13300256311687443145|1814406|1|||
1426|any|22.187529010|1529916737.944975783|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|1015310|2856|1|908380303|2321||1||||0||2||3485921993||||6246007917518845403|1|1881522|1424||
1427|any|22.190423286|1529916737.947870059|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,30|1|0|991034|908380508|339||1||||0||2||3019632559||||13300256311687443145|1814406|1|||
1428|any|22.201247105|1529916737.958693878|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|1018166|2856|1|908380311|2321||1||||0||2||3485921993||||6246007917518848259|1|1884378|1424||
1429|any|22.201249868|1529916737.958696641|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,30|1|0|993890|908380519|347||1||||0||2||3019632559||||13300256311687443145|1814406|1|||
1430|any|22.212096878|1529916737.969543651|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|1021022|2856|1|908380313|2321||1||||0||2||3485921993||||6246007917518851115|1|1887234|1424||
1431|any|22.212095658|1529916737.969542431|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,30|1|0|996746|908380531|357||1||||0||2||3019632559||||13300256311687443145|1814406|1|||
1432|any|22.222756947|1529916737.980203720|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|1023878|2856|1|908380316|2321||1||||0||2||3485921993||||6246007917518853971|1|1890090|1424||
1433|any|22.222755857|1529916737.980202630|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,30|1|0|999602|908380543|291||1||||0||2||3019632559||||13300256311687443145|1814406|1|||
1434|any|22.236107837|1529916737.993554610|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|1026734|2856|1|908380323|2321||1||||0||2||3485921993||||6246007917518856827|1|1892946|1424||
1435|any|22.236111141|1529916737.993557914|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,30|1|0|1002458|908380556|301||1||||0||2||3019632559||||13300256311687443145|1814406|1|||
1436|any|22.246675287|1529916738.004122060|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|1029590|2856|1|908380325|2321||1||||0||2||3485921993||||6246007917518859683|1|1895802|1424||
1437|any|22.249440514|1529916738.006887287|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,30|1|0|1005314|908380568|305||1||||0||2||3019632559||||13300256311687443145|1814406|1|||
1438|any|22.259920293|1529916738.017367066|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,30|1|0|1008170|908380579|314||1||||0||2||3019632559||||13300256311687443145|1814406|1|||
1439|any|22.265113515|1529916738.022560288|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|733184|0x00000010|1,1,8,1,1,5,30|1|0|31417|908380604|46||1||||0||2||3019635415||||13300256311687443145|1817262|1|||
1440|any|22.265114281|1529916738.022561054|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|733184|0x00000010|1,1,8,1,1,5,30|1|0|31417|908380604|46||1||||0||2||3019638271||||13300256311687443145|1820118|1|||
1441|any|22.265114858|1529916738.022561631|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|732672|0x00000010|1,1,8,1,1,5,30|1|0|31417|908380604|46||1||||0||2||3019641127||||13300256311687443145|1822974|1|||
1442|any|22.265115408|1529916738.022562181|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|730624|0x00000010|1,1,8,1,1,5,30|1|0|31417|908380604|46||1||||0||2||3019643983||||13300256311687443145|1825830|1|||
1443|any|22.265116029|1529916738.022562802|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|728576|0x00000010|1,1,8,1,1,5,30|1|0|31417|908380604|46||1||||0||2||3019646839||||13300256311687443145|1828686|1|||
1444|any|22.265116573|1529916738.022563346|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|726528|0x00000010|1,1,8,1,1,5,30|1|0|31417|908380604|46||1||||0||2||3019649695||||13300256311687443145|1831542|1|||
1445|any|22.265117140|1529916738.022563913|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|722432|0x00000010|1,1,8,1,1,5,30|1|0|31417|908380604|46||1||||0||2||3019655407||||13300256311687443145|1837254|1|||
1446|any|22.265117684|1529916738.022564457|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|720384|0x00000010|1,1,8,1,1,5,30|1|0|31417|908380604|46||1||||0||2||3019658263||||13300256311687443145|1840110|1|||
1447|any|22.265118271|1529916738.022565044|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|716288|0x00000010|1,1,8,1,1,5,30|1|0|31417|908380604|46||1||||0||2||3019663975||||13300256311687443145|1845822|1|||
1448|any|22.265118823|1529916738.022565596|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|714240|0x00000010|1,1,8,1,1,5,30|1|0|31417|908380604|46||1||||0||2||3019666831||||13300256311687443145|1848678|1|||
1449|any|22.265119396|1529916738.022566169|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|712192|0x00000010|1,1,8,1,1,5,30|1|0|31417|908380604|46||1||||0||2||3019669687||||13300256311687443145|1851534|1|||
1450|any|22.265119957|1529916738.022566730|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|710144|0x00000010|1,1,8,1,1,5,30|1|0|31417|908380604|46||1||||0||2||3019672543||||13300256311687443145|1854390|1|||
1451|any|22.265120524|1529916738.022567297|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|708096|0x00000010|1,1,8,1,1,5,30|1|0|31417|908380604|46||1||||0||2||3019675399||||13300256311687443145|1857246|1|||
1452|any|22.265121074|1529916738.022567847|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|706048|0x00000010|1,1,8,1,1,5,30|1|0|31417|908380604|46||1||||0||2||3019678255||||13300256311687443145|1860102|1|||
1453|any|22.265121626|1529916738.022568399|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|697856|0x00000010|1,1,8,1,1,5,30|1|0|31417|908380604|46||1||||0||2||3019689679||||13300256311687443145|1871526|1|||
1454|any|22.265122175|1529916738.022568948|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|693760|0x00000010|1,1,8,1,1,5,30|1|0|31417|908380604|46||1||||0||2||3019695391||||13300256311687443145|1877238|1|||
1455|any|22.265122730|1529916738.022569503|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|692736|0x00000010|1,1,8,1,1,5,30|1|0|31417|908380604|46||1||||0||2||3019696819||||13300256311687443145|1878666|1|||
1456|any|22.272885734|1529916738.030332507|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,30|1|0|1011026|908380593|326||1||||0||2||3019632559||||13300256311687443145|1814406|1|||
1457|any|22.289095845|1529916738.046542618|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,30|1|0|1015310|908380609|329||1||||0||2||3019696819||||13300256311687443145|1878666|1|||
1458|any|22.312920251|1529916738.070367024|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,30|1|0|1021022|908380633|322||1||||0||2||3019696819||||13300256311687443145|1878666|1|||
1459|any|22.326057276|1529916738.083504049|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,30|1|0|1023878|908380646|333||1||||0||2||3019696819||||13300256311687443145|1878666|1|||
1460|any|22.336688032|1529916738.094134805|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,30|1|0|1026734|908380657|341||1||||0||2||3019696819||||13300256311687443145|1878666|1|||
1461|any|22.351816987|1529916738.109263760|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,30|1|0|1029590|908380670|347||1||||0||2||3019696819||||13300256311687443145|1878666|1|||
1462|any|22.362044389|1529916738.119491162|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,30|1|0|1032446|908380682|357||1||||0||2||3019696819||||13300256311687443145|1878666|1|||
1463|any|22.550172046|1529916738.307618819|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|1032446|2856|1|908380328|2321||1||||0||2||3485921993||||6246007917518862539|1|1898658|1424||
1464|any|22.558163259|1529916738.315610032|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|1035302|2856|1|908380921|2321||1||||0||2||3485921993||||6246007917518865395|1|1901514|1424||
1465|any|22.568504498|1529916738.325951271|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|1038158|2856|1|908380927|2321||1||||0||2||3485921993||||6246007917518868251|1|1904370|1424||
1466|any|22.581252034|1529916738.338698807|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|1041014|2856|1|908380933|2321||1||||0||2||3485921993||||6246007917518871107|1|1907226|1424||
1467|any|22.591839012|1529916738.349285785|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|1043870|2856|1|908380937|2321||1||||0||2||3485921993||||6246007917518873963|1|1910082|1424||
1468|any|22.605672904|1529916738.363119677|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|1046726|2856|1|908380942|2321||1||||0||2||3485921993||||6246007917518876819|1|1912938|1424||
1469|any|22.617351168|1529916738.374797941|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|1049582|2856|1|908380945|2321||1||||0||2||3485921993||||6246007917518879675|1|1915794|1424||
1470|any|22.629680986|1529916738.387127759|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|1052438|2856|1|908380947|2321||1||||0||2||3485921993||||6246007917518882531|1|1918650|1424||
1471|any|22.641105561|1529916738.398552334|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|1055294|2856|1|908380953|2321||1||||0||2||3485921993||||6246007917518885387|1|1921506|1424||
