packetid|interface|reltime|abstime|ipsrc|ipdst|ipsrc_host|ipdst_host|tcpstream|sport|dport|rwnd|tcpflags|tcpoptions|tcpseq|tcplen|tcpack|tsval|tsecr|expected_token|mptcpstream|sendkey|recvkey|recvtok|datafin|mptcpversion|dack|dsn
1107|any|18.146013678|1529916733.90346|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|670577|2856|1|141|141||1||||0||1|1510242
1108|any|18.158104138|1529916733.91555|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|673433|2856|1|141|141||1||||0||1|1513098
1109|any|18.158106995|1529916733.91555|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1110|any|18.167153338|1529916733.9246|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1111|any|18.16956181|1529916733.92701|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|676289|2856|1|141|141||1||||0||1|1515954
1112|any|18.181699429|1529916733.93915|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|679145|2856|1|141|141||1||||0||1|1518810
1113|any|18.18170244|1529916733.93915|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1114|any|18.187015496|1529916733.94446|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1115|any|18.193542874|1529916733.95099|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|682001|2856|1|141|141||1||||0||1|1521666
1116|any|18.198479313|1529916733.95593|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1117|any|18.205925165|1529916733.96337|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|684857|2856|1|141|141||1||||0||1|1524522
1118|any|18.210925918|1529916733.96837|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1119|any|18.218560406|1529916733.97601|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|687713|2856|1|141|141||1||||0||1|1527378
1120|any|18.225759597|1529916733.98321|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1121|any|18.230569624|1529916733.98802|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|690569|2856|1|141|141||1||||0||1|1530234
1122|any|18.23540761|1529916733.99285|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1123|any|18.242612323|1529916734.00006|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|693425|2856|1|141|141||1||||0||1|1533090
1124|any|18.246747495|1529916734.00419|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1125|any|18.253756693|1529916734.0112|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|696281|2856|1|141|141||1||||0||1|1535946
1126|any|18.258609986|1529916734.01606|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1127|any|18.265064207|1529916734.02251|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|699137|836|1|141|141||1||||0||1|1538802
1128|any|18.26863607|1529916734.02608|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|699973|2100|1|141|141||1||||0||1|1153590
1129|any|18.268641032|1529916734.02609|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1130|any|18.27779175|1529916734.03524|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|702073|2856|1|435|435||1||||0||1|1539638
1131|any|18.285138178|1529916734.04259|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1132|any|18.289857279|1529916734.0473|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|704929|2856|1|435|435||1||||0||1|1542494
1133|any|18.295525455|1529916734.05297|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1134|any|18.303918461|1529916734.06137|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|707785|2856|1|435|435||1||||0||1|1545350
1135|any|18.308698108|1529916734.06615|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1136|any|18.313855528|1529916734.0713|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|710641|2856|1|435|435||1||||0||1|1548206
1137|any|18.318198367|1529916734.07565|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1138|any|18.327075159|1529916734.08452|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|713497|2856|1|435|435||1||||0||1|1551062
1139|any|18.33462308|1529916734.09207|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1140|any|18.3379578|1529916734.0954|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|716353|2856|1|435|435||1||||0||1|1553918
1141|any|18.345993552|1529916734.10344|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1142|any|18.351590288|1529916734.10904|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|719209|592|1|435|435||1||||0||1|1556774
1143|any|18.353988705|1529916734.11144|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|719801|2856|1|435|435||1||||0||1|1557366
1144|any|18.356488496|1529916734.11394|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1145|any|18.364955338|1529916734.1224|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|722657|2856|1|435|435||1||||0||1|1560222
1146|any|18.36495378|1529916734.1224|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1147|any|18.37683136|1529916734.13428|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|725513|2856|1|435|435||1||||0||1|1563078
1148|any|18.380400551|1529916734.13785|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1149|any|18.382971956|1529916734.14042|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1150|any|18.389771277|1529916734.14722|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|728369|2856|1|435|435||1||||0||1|1565934
1151|any|18.392509664|1529916734.14996|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1152|any|18.400725801|1529916734.15817|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|731225|2856|1|435|435||1||||0||1|1568790
1153|any|18.404381038|1529916734.16183|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1154|any|18.413747347|1529916734.17119|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|734081|2856|1|435|435||1||||0||1|1571646
1155|any|18.416224572|1529916734.17367|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1156|any|18.424758681|1529916734.18221|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|736937|2856|1|435|435||1||||0||1|1574502
1157|any|18.43714562|1529916734.19459|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|739793|2856|1|435|435||1||||0||1|1577358
1158|any|18.448914352|1529916734.20636|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|742649|2856|1|435|435||1||||0||1|1580214
1159|any|18.450347168|1529916734.20779|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1160|any|18.461324535|1529916734.21877|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|745505|2856|1|435|435||1||||0||1|1583070
1161|any|18.466517517|1529916734.22396|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1162|any|18.468953258|1529916734.2264|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1163|any|18.472828901|1529916734.23028|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|748361|2856|1|435|435||1||||0||1|1585926
1164|any|18.477617737|1529916734.23506|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1165|any|18.48489032|1529916734.24234|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|751217|2856|1|435|435||1||||0||1|1588782
1166|any|18.489809896|1529916734.24726|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1167|any|18.498891911|1529916734.25634|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|754073|2856|1|435|435||1||||0||1|1591638
1168|any|18.505210965|1529916734.26266|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1169|any|18.510365208|1529916734.26781|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|756929|2856|1|435|435||1||||0||1|1594494
1170|any|18.515145087|1529916734.27259|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1171|any|18.522004851|1529916734.27945|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|759785|2856|1|435|435||1||||0||1|1597350
1172|any|18.52443237|1529916734.28188|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1173|any|18.533078522|1529916734.29053|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|762641|2856|1|435|435||1||||0||1|1600206
1174|any|18.53917129|1529916734.29662|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1175|any|18.546314338|1529916734.30376|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|765497|2856|1|435|435||1||||0||1|1603062
1176|any|18.54969603|1529916734.30714|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1177|any|18.558274317|1529916734.31572|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|768353|2856|1|435|435||1||||0||1|1605918
1178|any|18.560528947|1529916734.31798|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1179|any|18.569618416|1529916734.32707|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|771209|2856|1|435|435||1||||0||1|1608774
1180|any|18.576351556|1529916734.3338|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1181|any|18.583618677|1529916734.34107|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|774065|2856|1|435|435||1||||0||1|1611630
1182|any|18.585893825|1529916734.34334|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1183|any|18.592982928|1529916734.35043|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|776921|2856|1|435|435||1||||0||1|1614486
1184|any|18.597066221|1529916734.35451|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1185|any|18.6060718|1529916734.36352|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|779777|2856|1|435|435||1||||0||1|1617342
1186|any|18.610591464|1529916734.36804|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1187|any|18.617913708|1529916734.37536|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|782633|1428|1|435|435||1||||0||1|1620198
1188|any|18.62460774|1529916734.38205|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|784061|2856|1|435|435||1||||0||1|1621626
1189|any|18.636011922|1529916734.39346|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|786917|2856|1|435|435||1||||0||1|1624482
1190|any|18.636015037|1529916734.39346|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1191|any|18.647332031|1529916734.40478|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|789773|2856|1|435|435||1||||0||1|1627338
1192|any|18.647330349|1529916734.40478|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1193|any|18.659166798|1529916734.41661|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|792629|2856|1|435|435||1||||0||1|1630194
1194|any|18.672368378|1529916734.42982|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|795485|2856|1|435|435||1||||0||1|1633050
1195|any|18.672366759|1529916734.42981|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1196|any|18.682234205|1529916734.43968|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1197|any|18.68448752|1529916734.44193|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|798341|2856|1|435|435||1||||0||1|1635906
1198|any|18.695259795|1529916734.45271|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|801197|2856|1|435|435||1||||0||1|1638762
1199|any|18.706440358|1529916734.46389|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1200|any|18.709256204|1529916734.4667|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|804053|2856|1|435|435||1||||0||1|1641618
1201|any|18.717928124|1529916734.47538|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1202|any|18.720138802|1529916734.47759|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|806909|2856|1|435|435||1||||0||1|1644474
1203|any|18.732254401|1529916734.4897|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|809765|2856|1|435|435||1||||0||1|1647330
1204|any|18.732309645|1529916734.48976|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1205|any|18.736789087|1529916734.49424|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1206|any|18.743826505|1529916734.50127|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|812621|2856|1|435|435||1||||0||1|1650186
1207|any|18.751140799|1529916734.50859|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1208|any|18.755684524|1529916734.51313|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|815477|2856|1|435|435||1||||0||1|1653042
1209|any|18.760387307|1529916734.51783|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1210|any|18.769438469|1529916734.52689|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|818333|2856|1|435|435||1||||0||1|1655898
1211|any|18.770207827|1529916734.52765|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1212|any|18.779551902|1529916734.537|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|821189|2856|1|435|435||1||||0||1|1658754
1213|any|18.786540291|1529916734.54399|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1214|any|18.792864844|1529916734.55031|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|824045|2856|1|435|435||1||||0||1|1661610
1215|any|18.798828624|1529916734.55628|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1216|any|18.803556932|1529916734.561|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|826901|2856|1|435|435||1||||0||1|1664466
1217|any|18.807252935|1529916734.5647|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1218|any|18.816825252|1529916734.57427|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|829757|2856|1|435|435||1||||0||1|1667322
1219|any|18.823290978|1529916734.58074|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1220|any|18.829450684|1529916734.5869|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|832613|2856|1|435|435||1||||0||1|1670178
1221|any|18.836406284|1529916734.59385|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1222|any|18.840239015|1529916734.59769|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|835469|2856|1|435|435||1||||0||1|1673034
1223|any|18.851448267|1529916734.6089|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|807578|2856|1|139|139||1||||0||1|1675890
1224|any|18.856161834|1529916734.61361|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1225|any|18.865588047|1529916734.62303|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|810434|2856|1|139|139||1||||0||1|1678746
1226|any|18.870339429|1529916734.62779|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1227|any|18.875550191|1529916734.633|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|813290|2856|1|139|139||1||||0||1|1681602
1228|any|18.885437286|1529916734.64288|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1229|any|18.887816815|1529916734.64526|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|816146|1428|1|139|139||1||||0||1|1684458
1230|any|18.895613991|1529916734.65306|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|817574|2856|1|139|139||1||||0||1|1685886
1231|any|18.895617555|1529916734.65306|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1232|any|18.908291905|1529916734.66574|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|820430|2856|1|139|139||1||||0||1|1688742
1233|any|18.908295216|1529916734.66574|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1234|any|18.916178928|1529916734.67363|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1235|any|18.918485925|1529916734.67593|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|823286|2856|1|139|139||1||||0||1|1691598
1236|any|18.930836032|1529916734.68828|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|826142|2856|1|139|139||1||||0||1|1694454
1237|any|18.930834639|1529916734.68828|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1238|any|18.943112905|1529916734.70056|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|828998|2856|1|139|139||1||||0||1|1697310
1239|any|18.9431177|1529916734.70056|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1240|any|18.955037573|1529916734.71248|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|831854|2856|1|139|139||1||||0||1|1700166
1241|any|18.955035492|1529916734.71248|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753|266|266||1||||0||1153590|1
1242|any|18.965493099|1529916734.72294|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|596480|0x00000010|1,1,8,30|1|0|810434|769|769||1||||0||1153590|1
